10,20,11,16
20,40,12,18
30,60,21,22
40,80,18,24
50,100,8,26
60,120,18,26
70,140,20,26
80,160,17,28
90,180,16,26
100,200,23,28
110,220,13,28
120,240,9,30
130,260,16,30
140,280,18,30
150,300,21,32
160,320,16,30
170,340,20,32
180,360,19,32
190,380,24,32
200,400,19,32
210,420,26,32
220,440,22,34
230,460,24,34
240,480,20,34
250,500,30,34
260,520,26,34
270,540,20,34
280,560,15,34
290,580,19,36
300,600,20,36
310,620,25,34
320,640,20,36
330,660,15,36
340,680,19,36
350,700,27,38
360,720,12,36
370,740,25,36
380,760,21,38
390,780,22,34
400,800,21,36
410,820,23,38
420,840,23,36
430,860,23,38
440,880,27,38
450,900,24,38
460,920,26,38
470,940,26,36
480,960,27,38
490,980,21,38
500,1000,16,38
510,1020,28,38
520,1040,17,38
530,1060,20,38
540,1080,23,38
550,1100,28,40
560,1120,26,38
570,1140,28,38
580,1160,26,38
590,1180,22,38
600,1200,26,42
610,1220,28,38
620,1240,25,40
630,1260,27,40
640,1280,23,38
650,1300,27,40
660,1320,28,40
670,1340,26,42
680,1360,26,40
690,1380,26,42
700,1400,23,40
710,1420,28,40
720,1440,28,40
730,1460,29,40
740,1480,32,40
750,1500,25,38
760,1520,23,42
770,1540,28,38
780,1560,28,40
790,1580,28,40
800,1600,30,42
810,1620,24,40
820,1640,32,42
830,1660,27,42
840,1680,17,42
850,1700,36,42
860,1720,23,42
870,1740,23,42
880,1760,19,40
890,1780,29,42
900,1800,32,40
910,1820,31,42
920,1840,25,42
930,1860,16,40
940,1880,36,42
950,1900,30,42
960,1920,34,42
970,1940,28,42
980,1960,26,42
990,1980,31,42
1000,2000,29,42
1010,2020,25,42
1020,2040,21,42
1030,2060,29,42
1040,2080,25,42
1050,2100,30,42
1060,2120,32,42
1070,2140,29,42
1080,2160,27,42
1090,2180,31,44
1100,2200,29,42
1110,2220,26,42
1120,2240,26,42
1130,2260,27,42
1140,2280,31,42
1150,2300,36,42
1160,2320,29,42
1170,2340,30,44
1180,2360,32,44
1190,2380,23,42
1200,2400,28,46
1210,2420,29,42
1220,2440,29,42
1230,2460,26,44
1240,2480,32,44
1250,2500,24,44
1260,2520,31,42
1270,2540,18,44
1280,2560,32,46
1290,2580,35,44
1300,2600,32,46
1310,2620,29,44
1320,2640,29,42
1330,2660,25,44
1340,2680,36,42
1350,2700,29,42
1360,2720,28,46
1370,2740,31,44
1380,2760,33,44
1390,2780,25,44
1400,2800,10,46
1410,2820,33,46
1420,2840,25,46
1430,2860,31,44
1440,2880,33,46
1450,2900,20,44
1460,2920,33,44
1470,2940,32,46
1480,2960,33,46
1490,2980,22,42
1500,3000,30,46
1510,3020,30,44
1520,3040,22,46
1530,3060,30,46
1540,3080,28,44
1550,3100,32,44
1560,3120,32,46
1570,3140,32,46
1580,3160,32,46
1590,3180,25,44
1600,3200,39,46
1610,3220,30,46
1620,3240,32,46
1630,3260,31,46
1640,3280,30,44
1650,3300,25,44
1660,3320,16,44
1670,3340,32,46
1680,3360,27,46
1690,3380,19,44
1700,3400,37,46
1710,3420,25,44
1720,3440,37,46
1730,3460,30,46
1740,3480,29,46
1750,3500,31,44
1760,3520,33,46
1770,3540,35,44
1780,3560,34,46
1790,3580,31,46
1800,3600,33,46
1810,3620,26,46
1820,3640,22,44
1830,3660,33,44
1840,3680,30,46
1850,3700,33,46
1860,3720,31,46
1870,3740,37,46
1880,3760,29,46
1890,3780,32,46
1900,3800,29,46
1910,3820,28,46
1920,3840,28,46
1930,3860,33,46
1940,3880,35,46
1950,3900,30,46
1960,3920,28,46
1970,3940,34,46
1980,3960,35,46
1990,3980,28,46
2000,4000,35,46
2010,4020,28,46
2020,4040,26,46
2030,4060,25,46
2040,4080,31,46
2050,4100,29,46
2060,4120,33,46
2070,4140,31,46
2080,4160,34,48
2090,4180,13,48
2100,4200,28,46
2110,4220,28,46
2120,4240,32,46
2130,4260,31,46
2140,4280,34,46
2150,4300,26,46
2160,4320,28,46
2170,4340,28,46
2180,4360,32,46
2190,4380,28,46
2200,4400,30,48
2210,4420,33,50
2220,4440,31,46
2230,4460,31,46
2240,4480,35,48
2250,4500,36,48
2260,4520,33,46
2270,4540,31,46
2280,4560,39,46
2290,4580,34,46
2300,4600,40,50
2310,4620,33,48
2320,4640,28,46
2330,4660,22,46
2340,4680,24,48
2350,4700,35,48
2360,4720,34,46
2370,4740,34,46
2380,4760,35,48
2390,4780,31,50
2400,4800,33,46
2410,4820,33,46
2420,4840,31,50
2430,4860,35,48
2440,4880,34,46
2450,4900,31,46
2460,4920,34,46
2470,4940,23,48
2480,4960,30,48
2490,4980,25,46
2500,5000,36,48
2510,5020,34,48
2520,5040,35,50
2530,5060,29,50
2540,5080,33,48
2550,5100,31,46
2560,5120,39,46
2570,5140,33,48
2580,5160,29,46
2590,5180,30,46
2600,5200,33,46
2610,5220,37,48
2620,5240,38,48
2630,5260,32,50
2640,5280,27,46
2650,5300,34,46
2660,5320,38,48
2670,5340,38,48
2680,5360,31,50
2690,5380,29,48
2700,5400,36,48
2710,5420,39,46
2720,5440,30,48
2730,5460,34,48
2740,5480,17,48
2750,5500,28,48
2760,5520,30,48
2770,5540,24,48
2780,5560,34,48
2790,5580,33,50
2800,5600,28,46
2810,5620,32,48
2820,5640,28,48
2830,5660,33,50
2840,5680,31,46
2850,5700,32,50
2860,5720,32,50
2870,5740,25,48
2880,5760,35,48
2890,5780,31,46
2900,5800,33,50
2910,5820,31,48
2920,5840,39,46
2930,5860,34,46
2940,5880,38,48
2950,5900,17,48
2960,5920,33,50
2970,5940,34,48
2980,5960,26,48
2990,5980,25,50
3000,6000,36,50
3010,6020,34,46
3020,6040,30,48
3030,6060,34,48
3040,6080,38,48
3050,6100,25,46
3060,6120,35,50
3070,6140,31,46
3080,6160,16,48
3090,6180,35,48
3100,6200,30,48
3110,6220,24,48
3120,6240,33,50
3130,6260,33,50
3140,6280,34,48
3150,6300,35,50
3160,6320,38,48
3170,6340,31,46
3180,6360,32,50
3190,6380,32,48
3200,6400,40,50
3210,6420,35,50
3220,6440,34,46
3230,6460,25,46
3240,6480,35,50
3250,6500,36,50
3260,6520,32,50
3270,6540,26,50
3280,6560,38,50
3290,6580,42,50
3300,6600,34,48
3310,6620,35,48
3320,6640,38,50
3330,6660,36,50
3340,6680,31,48
3350,6700,28,48
3360,6720,33,50
3370,6740,31,50
3380,6760,38,50
3390,6780,34,50
3400,6800,32,50
3410,6820,16,48
3420,6840,34,50
3430,6860,33,50
3440,6880,32,50
3450,6900,36,48
3460,6920,38,50
3470,6940,38,48
3480,6960,37,50
3490,6980,25,48
3500,7000,35,50
3510,7020,37,50
3520,7040,36,48
3530,7060,36,50
3540,7080,31,50
3550,7100,36,50
3560,7120,32,50
3570,7140,31,48
3580,7160,26,50
3590,7180,28,48
3600,7200,40,50
3610,7220,31,50
3620,7240,29,50
3630,7260,31,48
3640,7280,28,48
3650,7300,38,48
3660,7320,32,50
3670,7340,34,50
3680,7360,28,50
3690,7380,32,50
3700,7400,33,50
3710,7420,37,50
3720,7440,34,50
3730,7460,29,50
3740,7480,40,50
3750,7500,31,50
3760,7520,37,50
3770,7540,37,50
3780,7560,36,50
3790,7580,29,50
3800,7600,40,50
3810,7620,34,50
3820,7640,40,50
3830,7660,28,48
3840,7680,35,50
3850,7700,33,50
3860,7720,34,48
3870,7740,40,50
3880,7760,33,50
3890,7780,35,50
3900,7800,35,50
3910,7820,36,50
3920,7840,34,50
3930,7860,31,50
3940,7880,28,50
3950,7900,35,48
3960,7920,28,50
3970,7940,37,50
3980,7960,25,50
3990,7980,29,50
4000,8000,35,50
4010,8020,35,50
4020,8040,37,50
4030,8060,34,50
4040,8080,34,50
4050,8100,37,50
4060,8120,37,50
4070,8140,32,50
4080,8160,40,50
4090,8180,28,50
4100,8200,30,50
4110,8220,29,50
4120,8240,32,50
4130,8260,31,50
4140,8280,34,50
4150,8300,29,50
4160,8320,37,50
4170,8340,33,50
4180,8360,15,50
4190,8380,31,50
4200,8400,30,50
4210,8420,32,50
4220,8440,35,50
4230,8460,34,50
4240,8480,37,50
4250,8500,34,50
4260,8520,35,50
4270,8540,20,50
4280,8560,29,50
4290,8580,36,50
4300,8600,36,50
4310,8620,37,52
4320,8640,38,52
4330,8660,34,50
4340,8680,29,52
4350,8700,26,50
4360,8720,40,50
4370,8740,33,52
4380,8760,33,50
4390,8780,40,50
4400,8800,35,50
4410,8820,26,52
4420,8840,33,52
4430,8860,33,50
