10,20,15,14
20,40,21,22
30,60,21,22
40,80,21,22
50,100,24,26
60,120,19,26
70,140,25,30
80,160,24,26
90,180,25,30
100,200,22,28
110,220,27,30
120,240,27,30
130,260,20,30
140,280,25,30
150,300,22,30
160,320,30,34
170,340,27,30
180,360,19,32
190,380,30,34
200,400,30,34
210,420,30,34
220,440,30,34
230,460,30,34
240,480,25,34
250,500,22,34
260,520,30,34
270,540,22,34
280,560,30,34
290,580,22,34
300,600,30,34
310,620,31,38
320,640,22,36
330,660,30,34
340,680,30,34
350,700,33,38
360,720,22,36
370,740,30,34
380,760,33,38
390,780,33,38
400,800,33,38
410,820,29,38
420,840,25,34
430,860,31,38
440,880,33,38
450,900,33,38
460,920,28,38
470,940,30,34
480,960,33,38
490,980,33,38
500,1000,33,38
510,1020,33,38
520,1040,36,42
530,1060,33,38
540,1080,31,38
550,1100,33,38
560,1120,33,38
570,1140,33,38
580,1160,33,38
590,1180,31,38
600,1200,33,38
610,1220,33,38
620,1240,33,38
630,1260,33,38
640,1280,36,42
650,1300,31,40
660,1320,33,38
670,1340,36,42
680,1360,36,42
690,1380,36,42
700,1400,31,40
710,1420,34,42
720,1440,33,38
730,1460,31,40
740,1480,36,42
750,1500,36,42
760,1520,36,42
770,1540,32,40
780,1560,36,42
790,1580,33,38
800,1600,36,42
810,1620,36,42
820,1640,34,42
830,1660,36,42
840,1680,28,40
850,1700,29,42
860,1720,33,38
870,1740,31,40
880,1760,29,42
890,1780,36,42
900,1800,34,42
910,1820,36,42
920,1840,34,42
930,1860,36,42
940,1880,36,42
950,1900,36,42
960,1920,31,42
970,1940,36,42
980,1960,28,42
990,1980,36,42
1000,2000,36,42
1010,2020,36,42
1020,2040,36,42
1030,2060,36,42
1040,2080,26,42
1050,2100,32,44
1060,2120,39,46
1070,2140,36,42
1080,2160,36,42
1090,2180,34,42
1100,2200,36,42
1110,2220,36,42
1120,2240,39,46
1130,2260,22,44
1140,2280,36,42
1150,2300,31,42
1160,2320,28,42
1170,2340,28,42
1180,2360,34,42
1190,2380,36,42
1200,2400,36,42
1210,2420,36,42
1220,2440,39,46
1230,2460,36,42
1240,2480,39,46
1250,2500,36,42
1260,2520,39,46
1270,2540,36,42
1280,2560,39,46
1290,2580,31,42
1300,2600,36,42
1310,2620,36,42
1320,2640,36,42
1330,2660,39,46
1340,2680,36,42
1350,2700,36,42
1360,2720,36,42
1370,2740,39,46
1380,2760,39,46
1390,2780,35,44
1400,2800,37,46
1410,2820,36,42
1420,2840,34,44
1430,2860,31,44
1440,2880,36,42
1450,2900,39,46
1460,2920,39,46
1470,2940,36,42
1480,2960,39,46
1490,2980,39,46
1500,3000,34,44
1510,3020,39,46
1520,3040,39,46
1530,3060,39,46
1540,3080,35,44
1550,3100,39,46
1560,3120,31,44
1570,3140,31,44
1580,3160,36,42
1590,3180,39,46
1600,3200,28,44
1610,3220,39,46
1620,3240,37,46
1630,3260,39,46
1640,3280,39,46
1650,3300,37,46
1660,3320,39,46
1670,3340,39,46
1680,3360,39,46
1690,3380,36,42
1700,3400,39,46
1710,3420,37,46
1720,3440,39,46
1730,3460,37,46
1740,3480,34,46
1750,3500,23,46
1760,3520,39,46
1770,3540,39,46
1780,3560,39,46
1790,3580,37,46
1800,3600,39,46
1810,3620,39,46
1820,3640,25,44
1830,3660,39,46
1840,3680,34,44
1850,3700,39,46
1860,3720,31,46
1870,3740,32,46
1880,3760,31,46
1890,3780,39,46
1900,3800,39,46
1910,3820,34,46
1920,3840,39,46
1930,3860,39,46
1940,3880,39,46
1950,3900,34,46
1960,3920,39,46
1970,3940,37,46
1980,3960,39,46
1990,3980,39,46
2000,4000,39,46
2010,4020,39,46
2020,4040,37,46
2030,4060,39,46
2040,4080,34,46
2050,4100,37,46
2060,4120,28,46
2070,4140,39,46
2080,4160,31,46
2090,4180,34,46
2100,4200,37,46
2110,4220,39,46
2120,4240,34,46
2130,4260,42,50
2140,4280,39,46
2150,4300,37,48
2160,4320,37,46
2170,4340,35,46
2180,4360,39,46
2190,4380,39,46
2200,4400,39,46
2210,4420,34,46
2220,4440,39,46
2230,4460,34,46
2240,4480,34,46
2250,4500,42,50
2260,4520,37,46
2270,4540,37,46
2280,4560,39,46
2290,4580,37,46
2300,4600,37,46
2310,4620,40,50
2320,4640,39,46
2330,4660,39,46
2340,4680,42,50
2350,4700,39,46
2360,4720,34,46
2370,4740,39,46
2380,4760,39,46
2390,4780,34,46
2400,4800,39,46
2410,4820,37,46
2420,4840,39,46
2430,4860,25,46
2440,4880,32,46
